Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,ParkingArea,Price
Elwood,10/229 Brighton Rd,2,u,S,Chisholm,27/11/2016,7.7,3184.0,2.0,1.0,0.0,0.0,47,1930.0,Port Phillip City Council,-37.8809,144.9947,Southern Metropolitan,8989.0,Parkade,526000.0
Elwood,4/79 Mitford St,3,t,PI,McGrath,27/11/2016,7.7,3184.0,3.0,2.0,2.0,758.0,18,2010.0,Port Phillip City Council,-37.8768,144.9845,Southern Metropolitan,8989.0,Outdoor Stall,920000.0
Essendon,2/7 Graves St,3,u,S,Nelson,27/11/2016,8.0,3040.0,3.0,1.0,1.0,862.0,135,1970.0,Moonee Valley City Council,-37.7399,144.8964,Western Metropolitan,9264.0,Attached Garage,872000.0
Essendon,5/8 Violet St,2,u,S,Brad,27/11/2016,8.0,3040.0,2.0,1.0,1.0,1011.0,77,1970.0,Moonee Valley City Council,-37.7556,144.9132,Western Metropolitan,9264.0,Carport,440000.0
Fairfield,189 Rathmines St,3,h,S,McGrath,27/11/2016,5.8,3078.0,3.0,1.0,1.0,0.0,126,1910.0,Darebin City Council,-37.7714,145.0173,Northern Metropolitan,2970.0,Attached Garage,1500000.0
Fairfield,1/203 Station St,2,u,VB,Jellis,27/11/2016,5.8,3078.0,2.0,1.0,2.0,0.0,75,1970.0,Darebin City Council,-37.7732,145.0193,Northern Metropolitan,2970.0,Indoor,600000.0
Fitzroy North,717 Brunswick St,3,h,S,Collins,27/11/2016,3.5,3068.0,3.0,2.0,0.0,127.0,135,1890.0,Moreland City Council,-37.7851,144.9809,Northern Metropolitan,6244.0,Carport,1300000.0
Fitzroy North,205 Scotchmer St,3,h,S,Nelson,27/11/2016,3.5,3068.0,3.0,2.0,0.0,202.0,307,1898.0,Moreland City Council,-37.7835,144.9867,Northern Metropolitan,6244.0,Attached Garage,2150000.0
Footscray,4 Adelaide St,4,h,SP,Nelson,27/11/2016,6.4,3011.0,4.0,2.0,1.0,319.0,130,1915.0,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570.0,Parkade,1225000.0
Glen Iris,14 Queens Pde,5,h,PI,Marshall,27/11/2016,9.2,3146.0,5.0,2.0,2.0,654.0,354,2015.0,Boroondara City Council,-37.8515,145.0922,Southern Metropolitan,10412.0,Attached Garage,2410000.0
Glen Iris,30 Valley Pde,4,h,PI,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,645.0,216,1930.0,Boroondara City Council,-37.8516,145.061,Southern Metropolitan,10412.0,Attached Garage,2100000.0
Glen Iris,15 Yeovil Rd,4,h,S,Kay,27/11/2016,9.2,3146.0,4.0,2.0,2.0,1485.0,295,1966.0,Boroondara City Council,-37.8509,145.0856,Southern Metropolitan,10412.0,Parkade,2950000.0
Glenroy,107 Glenroy Rd,4,h,PI,Barry,27/11/2016,13.0,3046.0,4.0,2.0,8.0,977.0,304,1935.0,Moreland City Council,-37.7063,144.9273,Northern Metropolitan,8870.0,Parking Pad,1000000.0
Glenroy,165 Hilton St,4,h,S,Stockdale,27/11/2016,13.0,3046.0,4.0,2.0,2.0,602.0,180,1950.0,Moreland City Council,-37.7005,144.9258,Northern Metropolitan,8870.0,Detached Garage,630000.0
Glenroy,72 Pecham St,3,h,S,Barry,27/11/2016,13.0,3046.0,3.0,1.0,3.0,705.0,135,1950.0,Moreland City Council,-37.6967,144.9116,Northern Metropolitan,8870.0,Underground,670000.0
Hampton,49 Service St,4,h,S,Marshall,27/11/2016,13.7,3188.0,4.0,3.0,2.0,414.0,209,1950.0,Bayside City Council,-37.9401,145.0083,Southern Metropolitan,5454.0,Indoor,1740000.0
Hawthorn,10/150 Barkers Rd,2,u,S,Marshall,27/11/2016,4.6,3122.0,2.0,1.0,1.0,0.0,82,2001.0,Boroondara City Council,-37.8142,145.0308,Southern Metropolitan,11308.0,Attached Garage,715000.0
Heidelberg Heights,13 Glover St,3,h,VB,Purplebricks,27/11/2016,10.5,3081.0,3.0,1.0,1.0,420.0,90,1960.0,Banyule City Council,-37.7363,145.0506,Eastern Metropolitan,2947.0,Indoor,550000.0
Heidelberg West,22 Kokoda St,2,h,S,Haughton,27/11/2016,9.4,3081.0,2.0,1.0,3.0,632.0,77,1960.0,Banyule City Council,-37.7443,145.0462,Eastern Metropolitan,2674.0,Detached Garage,725000.0
Kew,60 Childers St,3,h,PI,Marshall,27/11/2016,5.6,3101.0,3.0,1.0,2.0,857.0,130,1941.0,Boroondara City Council,-37.7981,145.0423,Southern Metropolitan,10331.0,Attached Garage,1500000.0
Kew,18 Collins St,4,h,S,hockingstuart,27/11/2016,5.6,3101.0,4.0,3.0,2.0,641.0,230,2010.0,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan,10331.0,Indoor,1750000.0
Kew,4/206 Cotham Rd,3,u,S,Jellis,27/11/2016,5.6,3101.0,3.0,1.0,1.0,0.0,115,1935.0,Boroondara City Council,-37.8087,145.0452,Southern Metropolitan,10331.0,Parkade,1100000.0
Kew,33 Disraeli St,3,h,S,Kay,27/11/2016,5.6,3101.0,3.0,1.0,1.0,298.0,130,1900.0,Boroondara City Council,-37.8021,145.0391,Southern Metropolitan,10331.0,Detached Garage,1440000.0
Kew,27 Fernhurst Gr,4,h,PI,Jellis,27/11/2016,5.6,3101.0,4.0,3.0,4.0,670.0,346,1990.0,Boroondara City Council,-37.8042,145.0279,Southern Metropolitan,10331.0,Attached Garage,2560000.0
Kew,69 Malin St,5,h,PI,Marshall,27/11/2016,5.6,3101.0,4.0,5.0,2.0,480.0,147,1979.0,Boroondara City Council,-37.8117,145.0449,Southern Metropolitan,10331.0,Detached Garage,3280000.0
Malvern,11 Childers Rd,2,h,S,Marshall,27/11/2016,7.4,3144.0,2.0,1.0,1.0,232.0,95,2001.0,Stonnington City Council,-37.8686,145.038,Southern Metropolitan,4675.0,Indoor,1475000.0
Malvern East,5/80 Burke Rd,1,u,S,Jellis,27/11/2016,11.2,3145.0,1.0,1.0,1.0,0.0,46,1940.0,Stonnington City Council,-37.8704,145.0495,Southern Metropolitan,8801.0,Detached Garage,315000.0
Malvern East,10/1810 Malvern Rd,3,t,S,Marshall,27/11/2016,11.2,3145.0,3.0,2.0,2.0,0.0,134,2013.0,Stonnington City Council,-37.8689,145.06,Southern Metropolitan,8801.0,Underground,1015000.0
Malvern East,3/5 Peak St,2,u,S,Castran,27/11/2016,11.2,3145.0,2.0,1.0,1.0,0.0,62,1960.0,Stonnington City Council,-37.8801,145.0874,Southern Metropolitan,8801.0,Attached Garage,523000.0
Malvern East,15 Prior Rd,3,h,S,Stockdale,27/11/2016,11.2,3145.0,3.0,2.0,2.0,606.0,133,1965.0,Stonnington City Council,-37.8831,145.0879,Southern Metropolitan,8801.0,Indoor,1335000.0
Malvern East,401A Waverley Rd,4,h,VB,Jellis,27/11/2016,11.2,3145.0,4.0,3.0,2.0,222.0,90,2010.0,Stonnington City Council,-37.878,145.0666,Southern Metropolitan,8801.0,Indoor,1350000.0
Maribyrnong,66 Raleigh Rd,3,h,S,Raine,27/11/2016,8.7,3032.0,3.0,1.0,2.0,678.0,124,1950.0,Maribyrnong City Council,-37.769,144.8935,Western Metropolitan,4918.0,Outdoor Stall,907000.0
Maribyrnong,110/44 Skyline Dr,2,u,PI,McDonald,27/11/2016,8.7,3032.0,2.0,2.0,1.0,3014.0,204,2012.0,Maribyrnong City Council,-37.7853,144.8944,Western Metropolitan,4918.0,Carport,570000.0
Middle Park,98 Harold St,2,h,SP,Marshall,27/11/2016,4.1,3206.0,2.0,1.0,0.0,152.0,113,1915.0,Port Phillip City Council,-37.8513,144.9586,Southern Metropolitan,2019.0,Parkade,1630000.0
Mont Albert,47 Zetland Rd,3,h,S,Jellis,27/11/2016,11.8,3127.0,3.0,2.0,2.0,640.0,117,1950.0,Boroondara City Council,-37.8173,145.1123,Eastern Metropolitan,2079.0,Indoor,1564000.0
Moonee Ponds,12/17 Moore St,2,u,VB,Nelson,27/11/2016,6.9,3039.0,2.0,1.0,1.0,0.0,65,2014.0,Moonee Valley City Council,-37.7677,144.92,Western Metropolitan,6232.0,Detached Garage,470000.0
Moonee Ponds,1/263 Union Rd,3,t,S,Brad,27/11/2016,6.9,3039.0,3.0,2.0,2.0,217.0,145,2013.0,Moonee Valley City Council,-37.7704,144.9162,Western Metropolitan,6232.0,Attached Garage,1130000.0
Moorabbin,15 Biscop Rd,2,h,S,C21,27/11/2016,14.6,3189.0,2.0,1.0,2.0,756.0,97,1950.0,Kingston City Council,-37.94,145.0449,Southern Metropolitan,2555.0,Carport,1191000.0
Moorabbin,2/3 Fiddes St,2,h,S,Ray,27/11/2016,14.6,3189.0,2.0,1.0,1.0,209.0,101,2002.0,Kingston City Council,-37.9389,145.0467,Southern Metropolitan,2555.0,Attached Garage,776000.0
Newport,12 Severn St,2,h,S,RT,27/11/2016,8.4,3015.0,2.0,1.0,1.0,315.0,104,1930.0,Hobsons Bay City Council,-37.8465,144.8714,Western Metropolitan,5498.0,Carport,816000.0
Niddrie,20 Grandview Rd,4,h,PI,McDonald,27/11/2016,11.2,3042.0,4.0,3.0,3.0,0.0,225,1950.0,Moonee Valley City Council,-37.7386,144.8902,Western Metropolitan,2291.0,Detached Garage,1245000.0
North Melbourne,1/109 Arden St,2,u,S,Alexkarbon,27/11/2016,2.3,3051.0,2.0,2.0,1.0,0.0,96,2012.0,Melbourne City Council,-37.8009,144.9471,Northern Metropolitan,6821.0,Carport,665500.0
North Melbourne,14/7 Curran St,2,u,SP,Jellis,27/11/2016,2.3,3051.0,2.0,1.0,2.0,1004.0,65,1971.0,Melbourne City Council,-37.7926,144.9441,Northern Metropolitan,6821.0,Detached Garage,550055.0
North Melbourne,10 Munster Tce,3,t,VB,Nelson,27/11/2016,2.3,3051.0,3.0,2.0,1.0,61.0,170,1920.0,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821.0,Parkade,1000000.0
Northcote,162 Bastings St,3,h,S,Jellis,27/11/2016,5.5,3070.0,3.0,2.0,1.0,338.0,90,1920.0,Darebin City Council,-37.7757,145.0119,Northern Metropolitan,11364.0,Detached Garage,2160000.0
Northcote,13/200 Westgarth St,1,u,VB,Nelson,27/11/2016,5.5,3070.0,1.0,1.0,1.0,0.0,43,2014.0,Darebin City Council,-37.7831,145.0124,Northern Metropolitan,11364.0,Detached Garage,400000.0
Oakleigh South,22 Pitt St,3,h,S,Ray,27/11/2016,14.7,3167.0,3.0,2.0,2.0,609.0,172,1970.0,Kingston City Council,-37.9213,145.0854,South-Eastern Metropolitan,3692.0,Parking Pad,1068000.0
Parkville,28/238 The Avenue,3,u,S,Nelson,27/11/2016,2.6,3052.0,3.0,2.0,2.0,2401.0,132,1980.0,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan,2309.0,Attached Garage,1403000.0
Pascoe Vale,2/36 Alpine Gr,3,t,VB,hockingstuart,27/11/2016,9.9,3044.0,3.0,2.0,1.0,122.0,139,1998.0,Moreland City Council,-37.7231,144.9373,Northern Metropolitan,7485.0,Indoor,600000.0
Pascoe Vale,103 Sussex St,2,h,S,Barry,27/11/2016,9.9,3044.0,2.0,1.0,1.0,746.0,265,1950.0,Moreland City Council,-37.7304,144.9496,Northern Metropolitan,7485.0,Carport,1570000.0
Port Melbourne,1001/107 Beach St,3,u,S,Marshall,27/11/2016,3.8,3207.0,3.0,2.0,2.0,5042.0,102,1995.0,Melbourne City Council,-37.8405,144.9319,Southern Metropolitan,8648.0,Detached Garage,2460000.0
Port Melbourne,126 Heath St,3,h,S,Greg,27/11/2016,3.8,3207.0,3.0,2.0,2.0,214.0,241,2014.0,Melbourne City Council,-37.8341,144.9458,Southern Metropolitan,8648.0,Attached Garage,3705000.0
Port Melbourne,137 Ingles St,3,t,PI,Frank,27/11/2016,3.8,3207.0,3.0,2.0,2.0,0.0,134,2012.0,Melbourne City Council,-37.8317,144.9446,Southern Metropolitan,8648.0,Parkade,950000.0
Port Melbourne,215 Princes St,3,h,S,hockingstuart,27/11/2016,3.8,3207.0,3.0,1.0,1.0,114.0,138,1990.0,Melbourne City Council,-37.8371,144.939,Southern Metropolitan,8648.0,Detached Garage,1350000.0
Prahran,5/327 Dandenong Rd,2,u,S,Geoff,27/11/2016,4.5,3181.0,2.0,2.0,1.0,0.0,95,1995.0,Stonnington City Council,-37.8598,145.0097,Southern Metropolitan,7717.0,Outdoor Stall,681000.0
Prahran,84 York St,2,h,S,Jellis,27/11/2016,4.5,3181.0,2.0,1.0,1.0,131.0,79,1900.0,Stonnington City Council,-37.8479,144.9988,Southern Metropolitan,7717.0,Parkade,1305000.0
Preston,194 Miller St,4,h,S,Ray,27/11/2016,8.8,3072.0,4.0,2.0,1.0,243.0,140,2005.0,Darebin City Council,-37.7506,144.9847,Northern Metropolitan,14577.0,Detached Garage,950000.0
Preston,192 Wood St,4,h,S,RW,27/11/2016,8.8,3072.0,4.0,1.0,2.0,400.0,117,1890.0,Darebin City Council,-37.7346,145.0164,Northern Metropolitan,14577.0,Underground,870000.0
Reservoir,10 Dumbarton St,3,h,S,Barry,27/11/2016,11.2,3073.0,3.0,1.0,1.0,826.0,101,1960.0,Darebin City Council,-37.7013,145.0244,Northern Metropolitan,21650.0,Indoor,851000.0
Reservoir,1 Mendip Rd,3,h,S,RW,27/11/2016,11.2,3073.0,3.0,1.0,4.0,670.0,134,1935.0,Darebin City Council,-37.7242,145.0154,Northern Metropolitan,21650.0,Carport,1025000.0
Richmond,5 Birch Sq,3,h,VB,Jellis,27/11/2016,2.6,3121.0,3.0,2.0,2.0,133.0,174,2000.0,Yarra City Council,-37.8183,145.0079,Northern Metropolitan,14949.0,Attached Garage,1350000.0
Richmond,5/10 Elaine Ct,2,u,S,Jellis,27/11/2016,2.6,3121.0,2.0,2.0,2.0,0.0,106,2000.0,Yarra City Council,-37.8128,145.0139,Northern Metropolitan,14949.0,Parking Pad,807000.0
Richmond,104/8 Howard St,1,u,VB,RT,27/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,50,2005.0,Yarra City Council,-37.8331,144.9975,Northern Metropolitan,14949.0,Attached Garage,385000.0
Richmond,52 Hunter St,2,h,SP,Biggin,27/11/2016,2.6,3121.0,2.0,1.0,0.0,156.0,80,1900.0,Yarra City Council,-37.8209,145.0052,Northern Metropolitan,14949.0,Indoor,1150000.0
Richmond,25 Palmer St,4,h,S,Nelson,27/11/2016,2.6,3121.0,4.0,1.0,0.0,434.0,144,1900.0,Yarra City Council,-37.8185,145.0061,Northern Metropolitan,14949.0,Underground,1775000.0
Rosanna,4/32 Lower Plenty Rd,2,u,S,Miles,27/11/2016,11.4,3084.0,2.0,1.0,1.0,151.0,96,1980.0,Banyule City Council,-37.7458,145.0609,Eastern Metropolitan,3540.0,Detached Garage,618000.0
South Melbourne,5/38 Bank St,3,u,SP,Greg,27/11/2016,2.1,3205.0,3.0,2.0,2.0,0.0,90,2003.0,Port Phillip City Council,-37.8319,144.9682,Southern Metropolitan,5943.0,Underground,742000.0
South Melbourne,164 Cecil St,3,h,S,Marshall,27/11/2016,2.1,3205.0,3.0,2.0,0.0,141.0,163,1890.0,Port Phillip City Council,-37.8333,144.9576,Southern Metropolitan,5943.0,Carport,2075000.0
South Yarra,68 Oban St,3,h,PI,Jellis,27/11/2016,3.3,3141.0,3.0,2.0,0.0,358.0,238,1915.0,Melbourne City Council,-37.8425,145.0031,Southern Metropolitan,14887.0,Parkade,2200000.0
South Yarra,366 Toorak Rd,3,h,S,Morrison,27/11/2016,3.3,3141.0,3.0,1.0,1.0,178.0,172,1894.0,Melbourne City Council,-37.8404,145.0022,Southern Metropolitan,14887.0,Underground,1700000.0
Spotswood,66 The Avenue,3,h,S,Village,27/11/2016,7.7,3015.0,2.0,1.0,2.0,526.0,127,1950.0,Hobsons Bay City Council,-37.8267,144.8779,Western Metropolitan,1223.0,Outdoor Stall,1070000.0
St Kilda,4/51 Spenser St,2,u,S,Woodards,27/11/2016,6.1,3182.0,2.0,1.0,0.0,0.0,95,1930.0,Port Phillip City Council,-37.8718,144.9776,Southern Metropolitan,13240.0,Parkade,760000.0
Sunshine West,22 Bambara Ct,4,h,S,Douglas,27/11/2016,13.5,3020.0,4.0,2.0,4.0,759.0,198,1975.0,Brimbank City Council,-37.7951,144.8213,Western Metropolitan,6763.0,Outdoor Stall,705000.0
Sunshine West,111 Hall St,4,h,VB,Barry,27/11/2016,13.5,3020.0,4.0,2.0,3.0,616.0,215,1970.0,Brimbank City Council,-37.7904,144.7999,Western Metropolitan,6763.0,Detached Garage,645000.0
Sunshine West,57 Warmington Rd,3,h,SP,Barry,27/11/2016,13.5,3020.0,3.0,1.0,2.0,627.0,109,1970.0,Brimbank City Council,-37.8023,144.8227,Western Metropolitan,6763.0,Carport,500000.0
Surrey Hills,17 Empress Rd,3,h,SP,Jellis,27/11/2016,11.2,3127.0,3.0,1.0,2.0,441.0,128,1910.0,Boroondara City Council,-37.8204,145.0887,Southern Metropolitan,5457.0,Carport,2180000.0
Templestowe Lower,4 Caroline Dr,3,h,SP,Jellis,27/11/2016,13.8,3107.0,3.0,1.0,2.0,720.0,133,1960.0,Manningham City Council,-37.7668,145.1086,Eastern Metropolitan,5420.0,Attached Garage,1220000.0
Templestowe Lower,26 Horsfall St,4,h,PI,Jellis,27/11/2016,13.8,3107.0,4.0,2.0,2.0,673.0,280,2005.0,Manningham City Council,-37.7647,145.1186,Eastern Metropolitan,5420.0,Parkade,1650000.0
Templestowe Lower,78 Olympus Dr,4,h,S,Barry,27/11/2016,13.8,3107.0,4.0,2.0,2.0,650.0,150,1975.0,Manningham City Council,-37.7764,145.1216,Eastern Metropolitan,5420.0,Underground,1182500.0
Thornbury,129 Clarendon St,3,h,S,Jellis,27/11/2016,6.5,3071.0,3.0,2.0,3.0,417.0,153,1930.0,Darebin City Council,-37.7602,145.0084,Northern Metropolitan,8870.0,Parking Pad,1370000.0
Thornbury,8/77 Pender St,1,u,SP,Woodards,27/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,41,1970.0,Darebin City Council,-37.7542,145.01,Northern Metropolitan,8870.0,Attached Garage,303500.0
Thornbury,386 Station St,3,h,SP,McGrath,27/11/2016,6.5,3071.0,3.0,2.0,2.0,644.0,149,2001.0,Darebin City Council,-37.7604,145.021,Northern Metropolitan,8870.0,Indoor,1160000.0
Toorak,10/264 Williams Rd,3,t,PI,Marshall,27/11/2016,4.6,3142.0,3.0,2.0,2.0,0.0,136,1980.0,Stonnington City Council,-37.842,145.0046,Southern Metropolitan,7217.0,Detached Garage,910000.0
Williamstown,68 Osborne St,3,h,SP,RT,27/11/2016,8.0,3016.0,3.0,2.0,1.0,260.0,170,2016.0,Hobsons Bay City Council,-37.8671,144.9001,Western Metropolitan,6380.0,Underground,1710000.0
Williamstown North,18 Inglis St,3,h,SP,Raine,27/11/2016,8.9,3016.0,3.0,1.0,1.0,311.0,126,1920.0,Hobsons Bay City Council,-37.8546,144.8762,Western Metropolitan,802.0,Indoor,1225000.0
Yarraville,23 Castlemaine St,3,h,S,Village,27/11/2016,7.0,3013.0,3.0,2.0,2.0,235.0,144,1910.0,Maribyrnong City Council,-37.815,144.8928,Western Metropolitan,6543.0,Parkade,1380000.0
Yarraville,3/64 Powell St,2,u,SP,Jas,27/11/2016,7.0,3013.0,2.0,1.0,1.0,0.0,65,1970.0,Maribyrnong City Council,-37.8182,144.8846,Western Metropolitan,6543.0,Carport,480500.0
Yarraville,4 Regent St,4,h,VB,Jas,27/11/2016,7.0,3013.0,4.0,2.0,0.0,261.0,160,1910.0,Maribyrnong City Council,-37.8123,144.8888,Western Metropolitan,6543.0,Detached Garage,1520000.0
Yarraville,10 Tuppen St,5,h,S,hockingstuart,27/11/2016,7.0,3013.0,5.0,2.0,2.0,488.0,213,1930.0,Maribyrnong City Council,-37.8131,144.8778,Western Metropolitan,6543.0,Indoor,1287000.0
Aberfeldie,1/7 Derry St,2,h,SP,Frank,27/11/2016,9.1,3040.0,2.0,1.0,2.0,0.0,103,1990.0,Moonee Valley City Council,-37.76,144.9002,Western Metropolitan,1543.0,Detached Garage,670000.0
Brunswick East,120 Victoria St,3,h,PI,Jellis,27/11/2016,4.5,3057.0,3.0,2.0,2.0,190.0,135,1940.0,Moreland City Council,-37.7684,144.9739,Northern Metropolitan,5533.0,Parkade,1325000.0
Fawkner,12 Selola Ct,3,h,PI,hockingstuart,27/11/2016,12.4,3060.0,3.0,1.0,1.0,592.0,113,1960.0,Hume City Council,-37.6968,144.9674,Northern Metropolitan,5070.0,Attached Garage,652500.0
Hawthorn East,20 Stewart St,3,h,S,Marshall,27/11/2016,7.5,3123.0,3.0,1.0,1.0,354.0,115,1900.0,Boroondara City Council,-37.8225,145.0551,Southern Metropolitan,6482.0,Detached Garage,1650000.0
Heidelberg,14 Adamson St,3,h,S,Miles,27/11/2016,10.6,3084.0,3.0,1.0,1.0,827.0,109,1952.0,Banyule City Council,-37.748,145.0625,Eastern Metropolitan,2890.0,Attached Garage,1400000.0
Jacana,25 Bliburg St,3,h,S,YPA,27/11/2016,14.5,3047.0,3.0,1.0,2.0,598.0,92,1965.0,Hume City Council,-37.6878,144.9112,Northern Metropolitan,851.0,Indoor,495000.0
Murrumbeena,22 Victory St,3,h,S,Gary,27/11/2016,12.1,3163.0,3.0,2.0,2.0,553.0,138,1960.0,Glen Eira City Council,-37.9031,145.0668,Southern Metropolitan,4442.0,Indoor,1090000.0
Ormond,2 Wimmera St,2,h,S,Thomson,27/11/2016,11.8,3204.0,2.0,1.0,2.0,452.0,105,1930.0,Glen Eira City Council,-37.9024,145.0539,Southern Metropolitan,3578.0,Detached Garage,1177000.0
West Footscray,5/14 Busch St,2,h,S,hockingstuart,27/11/2016,8.2,3012.0,2.0,1.0,1.0,0.0,90,1980.0,Maribyrnong City Council,-37.7956,144.8762,Western Metropolitan,5058.0,Indoor,450000.0
Albion,48 Sydney St,3,h,S,Barry,27/11/2016,13.9,3020.0,3.0,1.0,0.0,697.0,153,1920.0,Brimbank City Council,-37.7809,144.8228,Western Metropolitan,2185.0,Parking Pad,840000.0
Cremorne,66 Green St,3,h,S,Biggin,27/11/2016,2.5,3121.0,3.0,1.0,1.0,326.0,100,1890.0,Yarra City Council,-37.8283,144.9946,Northern Metropolitan,1123.0,Parkade,1300000.0
Keilor Park,3/550 Fullarton Rd,4,t,S,Barry,27/11/2016,14.5,3042.0,4.0,2.0,1.0,231.0,146,2013.0,Brimbank City Council,-37.7263,144.8584,Western Metropolitan,1119.0,Parking Pad,600000.0
Keilor Park,18 William St,3,h,S,Nelson,27/11/2016,14.5,3042.0,3.0,1.0,1.0,338.0,107,1960.0,Brimbank City Council,-37.7212,144.8545,Western Metropolitan,1119.0,Carport,575000.0
Abbotsford,200 Nicholson St,2,h,S,Nelson,28/05/2016,2.5,3067.0,2.0,1.0,0.0,182.0,82,1900.0,Yarra City Council,-37.8021,144.9976,Northern Metropolitan,4019.0,Carport,1012500.0
Altona,5/57 Blyth St,3,u,SP,Barlow,28/05/2016,13.8,3018.0,3.0,2.0,1.0,70.0,3,2014.0,Hobsons Bay City Council,-37.868,144.8285,Western Metropolitan,5301.0,Attached Garage,730000.0
Armadale,1/31 Mercer Rd,3,u,S,Jellis,28/05/2016,6.3,3143.0,2.0,1.0,1.0,0.0,91,1940.0,Stonnington City Council,-37.853,145.0264,Southern Metropolitan,4836.0,Carport,869000.0
Ascot Vale,1 Bloomfield Rd,3,h,S,Barry,28/05/2016,5.9,3032.0,2.0,1.0,1.0,278.0,166,1900.0,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567.0,Detached Garage,1305000.0
Avondale Heights,43 Skewes St,3,h,S,Nelson,28/05/2016,10.5,3034.0,4.0,2.0,1.0,582.0,153,1950.0,Moonee Valley City Council,-37.7584,144.8568,Western Metropolitan,4502.0,Detached Garage,634000.0
Balwyn,112 Belmore Rd,5,h,PI,Jellis,28/05/2016,9.7,3103.0,5.0,3.0,2.0,715.0,420,2009.0,Boroondara City Council,-37.8028,145.0768,Southern Metropolitan,5682.0,Detached Garage,3020000.0
Balwyn,12 Wills St,5,h,S,Marshall,28/05/2016,9.7,3103.0,4.0,2.0,2.0,981.0,260,1960.0,Boroondara City Council,-37.8058,145.0627,Southern Metropolitan,5682.0,Parkade,2450000.0
Balwyn North,15 Ellendale St,3,h,S,Christopher,28/05/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144,2003.0,Boroondara City Council,-37.7893,145.092,Southern Metropolitan,7809.0,Indoor,1038000.0
Bentleigh East,3b Manuka St,3,h,S,Ray,28/05/2016,13.9,3165.0,3.0,2.0,1.0,185.0,122,2012.0,Glen Eira City Council,-37.9159,145.0787,Southern Metropolitan,10969.0,Parkade,886000.0
Box Hill,837 Canterbury Rd,3,h,S,Fletchers,28/05/2016,13.1,3128.0,4.0,1.0,1.0,492.0,119,1930.0,Whitehorse City Council,-37.8283,145.1195,Eastern Metropolitan,4605.0,Parking Pad,857000.0
Box Hill,2/38 Margaret St,3,t,S,Noel,28/05/2016,13.1,3128.0,3.0,2.0,1.0,238.0,130,2000.0,Whitehorse City Council,-37.8154,145.1355,Eastern Metropolitan,4605.0,Carport,822500.0
Brighton,21 Wolseley Gr,4,h,S,RT,28/05/2016,11.2,3186.0,4.0,1.0,2.0,695.0,142,1970.0,Bayside City Council,-37.9262,144.9969,Southern Metropolitan,10579.0,Parking Pad,2405000.0
Brighton East,214 Were St,4,h,S,Buxton,28/05/2016,10.7,3187.0,4.0,2.0,2.0,757.0,130,1930.0,Bayside City Council,-37.9266,145.0088,Southern Metropolitan,6938.0,Carport,2310000.0
Brunswick,11 Denman St,4,h,PI,Jellis,28/05/2016,5.2,3056.0,4.0,2.0,1.0,460.0,214,1916.0,Moreland City Council,-37.7554,144.9544,Northern Metropolitan,11918.0,Attached Garage,1410000.0
Brunswick,19 Horne St,3,h,S,Nelson,28/05/2016,5.2,3056.0,3.0,1.0,1.0,346.0,126,1900.0,Moreland City Council,-37.7738,144.9695,Northern Metropolitan,11918.0,Indoor,1550000.0
Brunswick,30 Lobb St,3,h,PI,Nelson,28/05/2016,5.2,3056.0,3.0,2.0,1.0,4676.0,122,2010.0,Moreland City Council,-37.7687,144.9649,Northern Metropolitan,11918.0,Parkade,740000.0
Brunswick,2/22 Saxon St,2,u,S,Nelson,28/05/2016,5.2,3056.0,2.0,1.0,2.0,0.0,89,2002.0,Moreland City Council,-37.7706,144.9608,Northern Metropolitan,11918.0,Detached Garage,592500.0
Brunswick,11/6 Sydney Rd,1,u,S,Nelson,28/05/2016,5.2,3056.0,1.0,1.0,1.0,0.0,54,1965.0,Moreland City Council,-37.7775,144.9607,Northern Metropolitan,11918.0,Indoor,370000.0
Brunswick,46 Tinning St,2,h,S,Nelson,28/05/2016,5.2,3056.0,2.0,1.0,1.0,199.0,120,1880.0,Moreland City Council,-37.759,144.9597,Northern Metropolitan,11918.0,Parkade,765000.0
Brunswick West,2/530 Victoria St,2,u,S,Hodges,28/05/2016,5.9,3055.0,2.0,1.0,1.0,0.0,84,1977.0,Moreland City Council,-37.7647,144.9412,Northern Metropolitan,7082.0,Indoor,497000.0
Camberwell,44 Athelstan Rd,5,h,SP,Weast,28/05/2016,7.8,3124.0,5.0,4.0,2.0,741.0,407,2009.0,Boroondara City Council,-37.8422,145.064,Southern Metropolitan,8920.0,Carport,3320000.0
Camberwell,2 Hazel St,5,h,PI,Marshall,28/05/2016,7.8,3124.0,4.0,3.0,2.0,603.0,282,1980.0,Boroondara City Council,-37.8437,145.069,Southern Metropolitan,8920.0,Carport,2125000.0
